Book_Title,Author,Rating,Reviewer,Review_Text,Positive_Score,Negative_Score,Positive_Words,Negative_Words,Book_URL,Cover_URL
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,SK,THE COVER JUST DROPPED AND IT'S STUNNING Y'ALL  ~.~.~,0.294,0.0,STUNNING,,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,Emmy Rosam,I can’t even lie this was so much better than iron flame. It’s been 24 hours and I haven’t stopped thinking about this!!!!!!! This book single handedly made me fall back in love with the series. I honestly really enjoyed the pace and could have read 500+ more pages easily,0.293,0.031,"better, love, honestly, enjoyed, easily",stopped,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,emi,I’m begging you please stop writing 🤍,0.271,0.259,please,stop,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,chelle (serial downvoter),Sending hate from Ohio 🩷,0.0,0.552,,hate,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,Teo,My toxic trait is being unable to dnf series.,0.0,0.0,,,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,౨ৎ,i don't have words for how bad that was.,0.0,0.333,,bad,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,ana ♡,she is so brave for publishing this,0.421,0.0,brave,,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,Larissa Cambusano,Every other book I read after this one will be trash because they aren’t this one. Do with that information what you will.,0.0,0.0,,,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,kendyl ʚ♡⃛ɞ (semi-hiatus),rebecca straight up shit this book outta her ass…girl wtf did you eat!? i’m repulsed.,0.08,0.458,straight,"shit, wtf",https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,Destiny Sidwell,"need to think on this, took my time with this and still disappointed ",0.0,0.205,,disappointed,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,Rachel Catherine,I’ll be processing this one for the next 2-3 business days xx,0.0,0.0,,,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,4.23,monica ✨ romantasyreader,What the actual fuck,0.0,0.538,,fuck,https://www.goodreads.com/book/show/209439446-onyx-storm,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720446357i/209439446.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Anna Mikulec,I wish this book would've burned in all-fire. That way I wouldn't have had to waste my time reading nonsensical fanfiction that retcons vital parts of the og trilogy. I genuinely refuse to believe this was written by the same author that wrote The Hunger Games. There's just absolutely no way.,0.087,0.168,"wish, vital","waste, refuse, Hunger, no",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Clace,"“Sure as the sun will rise tomorrow.”  I honestly have no words to describe this masterpiece. It was honestly so good, like it’s been days since I finished it, and I'm still hungover from this book. I am honestly trying to move on, but it's not happening. Sunrise captured me so easily, and it literally enveloped my brain—like, I CANT SLEEP because the events just replay in my mind. I just know the movie will traumatize me even more, but I feel like everybody will end up liking this book because this is her best and certainly my favorite by her. But the people who have read the original trilogy and have met Haymitch AND the ones who love Haymitch would absolutely devour this book because we desperately needed this story, to fill some gaps left for his character in the original trilogy and honestly, the satisfaction that I got when I read and understood. This book in one word would be    heartbreaking  but there is so much that this story covers, and I love how so many of the events in this book reflect real-world problems.",0.267,0.073,"honestly, honestly, like, honestly, like, liking, best, certainly, favorite, original, love, original, satisfaction, love","no, traumatize, desperately, heartbreaking",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Maddy ✨ ~The Verse Vixen (On-&-off-Theoretical Focus),"The tale of survival, of death and despair, Where the Capitol’s twisted games poison the air.",0.0,0.427,,"death, poison",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,маја,"i wanna preface this by saying that the hunger games are probably my most re-read books ever, so much so that i can recite paragraphs of them and i also might or might have not written a college paper about them. i also seem to be in the minority of people who enjoyed tbosas, despite having minor issues with it. so trust me when i say that i went into this with an idea that i would at least somewhat enjoy this book. oftentimes when series get really popular, the authors make sequels or spin-offs that are not always that necessary. i respected the fact that Suzanne did not follow this pattern, did not release new books when young adult dystopian fiction was at its peak – so i believed that the reason why she published the prequels was because she had something important to say. now i no longer think so and i think this book either needed more time or should not have been published at all. i will try to be detailed and provide all of my reasoning for such a low rating because i am not hating on this book just for the sake of it, believe me – if i could choose to like it – i would. It would make my life much easier. right off the bat, the writing in this feels a lot clunkier and heavy-handed than the original trilogy. also felt like it was dumbed down, even though the people who are picking this book up are most likely adults who grew up on this series. regardless, YA does not have to mean that the writing is juvenile, which the previous books proved. i remembered i also noticed the difference in writing between tbosas and the original trilogy, and i enjoyed it a bit less because of it... so i was willing to look past it.",0.116,0.027,"enjoyed, trust, enjoy, respected, important, like, original, like, original, enjoyed","hunger, no, low, hating, dumbed",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Rachel Catherine,I’m not okay,0.0,0.454,okay,,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Jack Edwards,"Suzanne Collins you are a sick and twisted individual, thank you. (This had all the magic of book 1, but with so much fan-service. Moving. nostalgic, powerful — the mind of a writer who only speaks when she has something important to say. I do wish there were fewer songs though, and maybe some of the links to the original trilogy felt a tad forced, but overall this is well worth the read and the puzzle piece the hunger games series was missing)",0.2,0.09,"thank, powerful, important, wish, original, well, worth","sick, hunger",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,cherie ^_-★,4.5 stars   spoiler-free review!! ⋆౨ৎ˚˖ ࣪,0.0,0.0,,,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Jordan Fisher,6/5 - more thoughts soon. required reading. bring tissues. wow.,0.322,0.0,,,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Brooke Averick,"My god. She has done it again. I can't remember the last time I cried so much while reading. Probably Mockingjay, actually! I found this one particularly heartbreaking because I already knew how it had to end. There could only be one victor. There was no chance of a Catching Fire type of ending... all of the other tributes were goners, it was just a matter of when and how. ""Goodbye, Maysilee Donner, who I loathed, then grudgingly respected, then loved. Not as a sweetheart or even a friend. A sister."" Just throw an axe into a forcefield and let it boomerang back into my gut why don't you. It'd hurt less. My one qualm is Snow's character, but that's more of an issue I have with TBOSAS than this book. I know a lot of people disagree, but Snow’s transformation into the most vile person on the planet doesn’t add up for me. Sure, he may have always been evil, but this? That’s neither here nor there, because nothing could stop me from giving this five stars. Also, I loved Plutarch. I wouldn't be upset if we got his story next, but I think what makes these books so compelling is when it’s from the POV of the districts. So, Finnick, you're up.",0.139,0.12,"chance, matter, sweetheart, giving, loved, compelling","cried, heartbreaking, no, Fire, axe, hurt, vile, stop, upset",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Emily May,"I was looking forward to this latest Hunger Games book (even though I didn't care for The Ballad of Songbirds and Snakes), mostly because I like Haymitch as a character, but I am now fully convinced that this series has no juice left in it. This is a fan book for fans. And, if you're a fan, it has entertaining moments, but nothing about Sunrise on the Reaping is new or necessary. Look, I didn't hate it. The formula and themes of The Hunger Games books are all here-- dramatic reaping, infuriating parading of these kids in front of wealthy sponsors, the bloody action and danger of the games themselves --and it's a formula that has worked before. Obviously, there's less tension this time because you know how it ends. You know Haymitch's attempts to bring down the games cannot have been successful. And even the details we don't know are easy to guess.",0.125,0.172,"care, like, convinced, fan, entertaining, wealthy, easy","Hunger, no, hate, Hunger, infuriating, bloody, danger, tension",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Marianna Moore,“I love you like all fire.” 6 ’s of sheer agony and pain and tears and suffering. If someone so much as utters the word gumdrop in my presence I’m punching them in the throat.,0.146,0.242,"love, like","agony, pain, tears",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,zuza_zaksiazkowane,"4.5  SCREAMING, CRYING THROWING UP",0.0,0.705,,CRYING,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Eden Yonas,I genuinely cannot do this. I seriously cannot do this please someone spare me from this pain. I know too much.,0.112,0.246,please,seriously,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Esta,"Reading Sunrise on the Reaping felt like willingly walking into a chainsaw. I knew how this story ended because we’ve met Haymitch in The Hunger Games, and our sweet summer child is a walking pile of PTSD and liquor bottles. But knowing didn’t help. It just made every moment of camaraderie, his infinite capacity to love and every tiny spark of resistance feel even more tragic.",0.2,0.077,"like, sweet, love, spark",Hunger,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,♥︎ Heather ⚔(Semi-Hiatus),Absolutely freaking loved it!!! Haymitch’s story was fantastic! Opt for the audio and thank me later.,0.431,0.117,"loved, thank",freaking,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,brianna,SCREAMING CRYING THROWING UP BLOOD [bombs exploding] [eagle screech] [star spangled banner starts to play] (OOHHH SAYYY CANN YOUU SEEE)  THIS BETTER BE GOOD OR I WILL END IT ALL I SWEAR (BYYY THE DAWNNSSS EARLYYYY LIGHTTTT) [gunshots] [car crash] IM LOOSING MY MIND [screaming] [motorcycle noises] [sobbing] [helicopter noises][explosions],0.122,0.153,"BETTER, GOOD","SCREAMING, CRYING, SWEAR",https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Larissa Cambusano,i wanna die,0.0,0.796,,die,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,EmmaSkies,"I actually think I’ve dehydrated myself from the amount I’ve cried in the last 10 hours, oh my god",0.101,0.126,god,cried,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,tamara ౨ৎ˚⋆,˖ ࣪ ˚ 5 stars ˚ ࣪ ˖ only Suzanne Collins could make me cry 30 pages into a book and then end up hyperventilating by the end of it.,0.0,0.129,,cry,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,hailee,suzanne collins gently kissed this brick before she launched it 100mph at my head,0.392,0.0,"gently, kissed, launched",,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,emma,i'm ready to be hurt again (review to come),0.194,0.264,ready,hurt,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,leila !,BIG DAY FOR ANNOYING PEOPLE (me),0.0,0.407,,ANNOYING,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Emily (Books with Emily Fox on Youtube),Teenage me would be so jealous right now.,0.0,0.356,,jealous,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Emily Michelle,what do I do now that I’ve finished this?? I feel empty but it was perfect ,0.288,0.074,perfect,empty,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Siobhan,coriolanus snow you will answer for your crimes and tom blyth can’t save you,0.198,0.0,save,,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Teo,I had 99 problems and this solved 87 of them.,0.178,0.229,solved,problems,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,4.61,Reads With Rachel,I’m not well,0.0,0.476,well,,https://www.goodreads.com/book/show/214331246-sunrise-on-the-reaping,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729085500i/214331246.jpg
